listing_url,OFFICE,FAMILY ROOM,DINING ROOM,DEN,REC,FOYER,2ND BEDROOM,BATHROOM,BATHROOMS,LIBRARY,EXERCISE,KITCHEN,LIVING ROOM,MASTER BEDROOM,STUDY,4TH BEDROOM,3RD BEDROOM,OTHER,LEGAL DESCRIPTION,5TH BEDROOM,SUNROOM,GREAT ROOM,LAUNDRY,SITTING,SOLARIUM,LOCKER,BEDROOM,BREAKFAST,MEDIA/ENT,UTILITY
https://toronto.listing.ca/396-cortleigh-blvd.C4285800.htm#15-1sl,,,Main Level,,,,Main Level,,,,,Main Level,Main Level,Main Level,,,Main Level,,,,,,,,,,,,,
https://toronto.listing.ca/10-de-boers-dr-1306.W4358472.htm#15-t3,,,"Main Level, 1.00m x 1.00mO/Looks Living, Combined W/Living, Laminate",,,,,,,,,"Main Level, 1.00m x 1.00mOpen Concept, Stainless Steel Appl, Laminate","Main Level, 1.00m x 1.00mO/Looks Dining, W/O To Balcony, Laminate","Main Level, 1.00m x 1.00mW/O To Balcony, Closet, Laminate",,,,,,,,,,,,,,,"Main Level, 1.00m x 1.00mOpen Concept, O/Looks Dining, Laminate",
https://toronto.listing.ca/122-forest-heights-blvd.C4362656.htm#15-es,"Main Level, 15.20m x 15.20mHardwood Floor, Crown Moulding, Large Window","Main Level, 20.00m x 24.70mHardwood Floor, Fireplace, Bay Window","Main Level, 15.90m x 22.70mHardwood Floor, Crown Moulding, Bay Window",,"Bsmt Level, 30.10m x 34.30mHardwood Floor, W/O To Pool, O/Looks Backyard",,"2nd Level, 17.50m x 14.00mHardwood Floor, Crown Moulding, Closet",,2-piece on main level5-piece on 2nd level3-piece on bsmt level,,"Bsmt Level, 17.40m x 17.80mLaminate, Crown Moulding","Main Level, 15.90m x 19.20mHardwood Floor, Stainless Steel Appl, Granite Counter","Main Level, 14.60m x 17.11mHardwood Floor, Bay Window, Crown Moulding","2nd Level, 17.10m x 20.70mHardwood Floor, Juliette Balcony, W/I Closet",,"2nd Level, 14.60m x 17.10mHardwood Floor, Large Window, Crown Moulding","2nd Level, 16.00m x 11.11mHardwood Floor, Large Closet, Crown Moulding",,,"2nd Level, 13.50m x 14.90mHardwood Floor, Crown Moulding, Large Window",,,,,,,,,,
https://toronto.listing.ca/290-keele-st.W4344022.htm#15-1ne,,,"3rd Level, 2.34m x 3.50mHardwood Floor",,,,,,4-piece on main level4-piece on 2nd level4-piece on 3rd level4-piece on bsmt level,,,"3rd Level, 2.50m x 2.81mCeramic Floor","3rd Level, 5.00m x 3.00mHardwood Floor",,,,,,,,,,,,,,"3rd Level, 2.81m x 3.00mBroadloom",,,
https://toronto.listing.ca/3-pebble-valley-lane.W4365575.htm#15-28,,"Bsmt Level, 6.91m x 3.18m","Main Level, 3.91m x 2.64m",,,,"2nd Level, 3.73m x 3.00m",,,,,"Main Level, 3.66m x 3.25m","Main Level, 6.91m x 3.38m","2nd Level, 5.66m x 3.48m",,,"2nd Level, 3.73m x 3.02m",,,,,,"Bsmt Level, 3.53m x 1.93m",,,,,,,
https://toronto.listing.ca/10-strawflower-mews.C4297930.htm#15-2i1,,,"Main LevelHardwood Floor, Combined W/Dining","2nd LevelHardwood Floor, Open Concept",,Ground LevelAccess To Garage,"2nd LevelBroadloom, 4 Pc Bath",,5-piece on 3rd level4-piece on 2nd level2-piece on main level,,,"Main LevelW/O To Deck, Granite Counter, Eat-In Kitchen","Main LevelHardwood Floor, 2 Pc Bath, Combined W/Dining","3rd LevelBroadloom, 5 Pc Ensuite, W/O To Balcony",,,2nd LevelBroadloom,,,,,,,,,,,,,
https://toronto.listing.ca/35-viking-lane-1435.W4310980.htm#15-2f3,,,,"Flat Level, 2.83m x 3.05mLaminate, French Doors, W/O To Balcony",,,"Flat Level, 3.54m x 2.75mLaminate, Closet, Window",,,,,"Flat Level, 2.74m x 2.44mLaminate, Granite Counter, Modern Kitchen","Flat Level, 5.27m x 3.35mLaminate, Window, South View","Flat Level, 4.45m x 3.05mLaminate, Closet, Ensuite Bath",,,,,,,,,,,,,,"Flat Level, 2.62m x 2.44mLaminate, Window, West View",,
https://toronto.listing.ca/32-byng-ave.E4302046.htm#15-2i2,,,,,,,,,4-piece on main level,,,,,,,,,,,,,,,,,,,,,
https://toronto.listing.ca/12-gala-lane.W4335464.htm#15-1zk,,"2nd Level, 5.00m x 4.90mBuilt-In Speakers, Pot Lights, O/Looks Frontyard","Main Level, 4.10m x 3.50mB/I Bookcase, Fireplace, Hardwood Floor",,,,"2nd Level, 3.50m x 3.90mHardwood Floor, Large Window, Large Closet",,2-piece on main level4-piece on 2nd level5-piece on 3rd level,,,"Main Level, 7.50m x 4.10mGranite Counter, Breakfast Bar, Crown Moulding","Main Level, 5.30m x 4.10mCoffered Ceiling, Hardwood Floor, Pot Lights","3rd Level, 6.40m x 4.80m5 Pc Ensuite, Closet Organizers, Combined W/Solarium",,,"2nd Level, 3.40m x 3.20mHardwood Floor, Large Closet, Large Window",,,,,,"2nd Level, 1.90m x 1.30mB/I Shelves, Laundry Sink",,"3rd Level, 3.40m x 1.60mLaminate, O/Looks Frontyard",,,,,
https://toronto.listing.ca/23-sanctbury-pl.W4364668.htm#15-5p,,,"Main Level, 3.84m x 2.52mOpen Concept, Hardwood Floor, Crown Moulding",,"Bsmt Level, 5.91m x 5.51mAbove Grade Window, Pot Lights, Renovated",,"Main Level, 3.84m x 2.47mHardwood Floor, Closet, W/O To Deck",,5-piece on main level3-piece on bsmt level,,,"Main Level, 3.13m x 2.77mRenovated, Stainless Steel Appl, Granite Counter","Main Level, 4.87m x 3.07mPot Lights, Hardwood Floor, Crown Moulding","Main Level, 3.84m x 2.77mHardwood Floor, Double Closet, O/Looks Backyard",,"Bsmt Level, 3.90m x 3.07mAbove Grade Window, Hardwood Floor, W/W Closet","Main Level, 3.04m x 2.47mHardwood Floor, Closet, Window",,,,,,"Bsmt Level, 3.07m x 2.10mTile Floor, Separate Rm, 3 Pc Bath",,,,,,,"Bsmt Level, 6.97m x 3.38mUnfinished, Separate Rm, Above Grade Window"
https://toronto.listing.ca/50-charles-st-3001.C4353019.htm#15-16h,,,,"Flat Level, 3.30m x 2.18mSeparate Rm, Laminate",,,,,,,,"Flat Level, 4.00m x 3.53mCombined W/Living, Laminate, Granite Counter","Flat Level, 4.00m x 3.53mCombined W/Kitchen, Laminate","Flat Level, 3.48m x 2.60mEast View, Laminate",,,,,,,,,,,,,,,,
https://toronto.listing.ca/300-bloor-st-2207.C4356365.htm#15-ym,,,"Flat Level, 6.74m x 5.79mLaminate, Large Window, Combined W/Dining",,,"Flat Level, 5.35m x 1.03mMarble Floor, Closet, Combined W/Laundry","Flat Level, 3.70m x 2.78mLaminate, W/O To Balcony, Large Window","Flat Level, 1.49m x 2.55mMarble Floor, Marble Counter, 4 Pc Bath",5-piece on flat level4-piece on flat level,,,"Flat Level, 2.67m x 2.28mUpdated, Granite Counter, Stainless Steel Appl","Flat Level, 6.74m x 5.79mLaminate, Large Window, Combined W/Dining","Flat Level, 4.30m x 2.89mLaminate, W/I Closet, 5 Pc Ensuite",,,,Flat Level,,,,,,,,,,,,
https://toronto.listing.ca/3900-yonge-st-113.C4300266.htm#15-2gu,,,"Flat Level, 8.25m x 4.90mHardwood Floor, Combined W/Living, Open Concept",,,"Flat Level, 1.54m x 2.44mPorcelain Floor",,,4-piece on flat level,,,"Flat Level, 2.57m x 8.52mPorcelain Floor, Stainless Steel Appl, Open Concept","Flat Level, 8.25m x 4.90mHardwood Floor, Combined W/Dining, W/O To Balcony","Flat Level, 3.25m x 3.20mHardwood Floor, Overlook Patio, Window Flr To Ceil",,,,,,,,,"Flat Level, 1.54m x 1.30mTile Floor, Enclosed",,,,,,,
https://toronto.listing.ca/298-jarvis-st-1601.C4364335.htm#15-7r,,,"Main Level, 5.08m x 3.05mCombined W/Living, Broadloom","Main Level, 3.86m x 2.11mWest View, Broadloom",,"Main Level, 3.00m x 2.21mDouble Closet, Irregular Rm",,,4-piece on main level,,,"Main Level, 2.64m x 2.63mRenovated, Backsplash, Marble Counter","Main Level, 5.08m x 3.05mCombined W/Dining, Broadloom","Main Level, 5.05m x 2.64mWest View, Double Closet",,,,,,,,,,,,,,,,
https://toronto.listing.ca/2167-lake-shore-blvd-1707.W4087491.htm#15-2o8,,,"Flat Level, 6.20m x 3.40mCombined W/Living","Flat Level, 2.40m x 1.77m",,,"Flat Level, 2.70m x 2.43m",,,,,"Flat Level, 6.20m x 3.40mCombined W/Dining","Flat Level, 6.20m x 3.40mCombined W/Kitchen","Flat Level, 3.60m x 2.90m",,,,,,,,,,,,,,,,
https://toronto.listing.ca/227-westwood-ave.E4364169.htm#15-85,,"Bsmt Level, 3.08m x 3.08mWet Bar, Laminate, Window","Main Level, 2.35m x 4.00mHardwood Floor, Sliding Doors, Eat-In Kitchen",,,,"2nd Level, 2.65m x 3.08mWindow, Closet Organizers, Hardwood Floor",,,,,"Main Level, 2.86m x 4.00mQuartz Counter, Stainless Steel Appl, Centre Island","Main Level, 3.29m x 4.08mHardwood Floor, Window, O/Looks Dining","2nd Level, 3.29m x 3.53mWindow, Closet Organizers, Hardwood Floor",,,"2nd Level, 2.43m x 2.77mWindow, Hardwood Floor, Closet",,,,,,"Bsmt Level, 2.89m x 3.01mW/O To Yard",,,,,,,
https://toronto.listing.ca/63-fishleigh-dr.E4344808.htm#15-1lx,,"Main Level, 4.14m x 3.38mHardwood Floor, Coffered Ceiling, Gas Fireplace","Main Level, 4.02m x 3.68mHardwood Floor, Moulded Ceiling, Pot Lights",,"Lower Level, 11.09m x 3.69mGas Fireplace, Walk-Out, B/I Bar","Main Level, 4.35m x 2.34mMarble Floor, Circular Oak Stairs, Panelled","2nd Level, 3.99m x 3.93mHardwood Floor, 4 Pc Ensuite, Pot Lights",,2-piece on main level5-piece on 2nd level4-piece on 2nd level2-piece on lower level4-piece on lower level,"Main Level, 3.53m x 2.89mHardwood Floor, B/I Bookcase, Panelled",,"Main Level, 4.72m x 4.05mMarble Floor, Heated Floor, Centre Island","Main Level, 4.41m x 3.68mHardwood Floor, Coffered Ceiling, Bow Window","2nd Level, 7.43m x 4.17mW/I Closet, 5 Pc Ensuite, W/O To Balcony",,"2nd Level, 5.21m x 4.45mHardwood Floor, Moulded Ceiling, Semi Ensuite","2nd Level, 5.57m x 4.54mHardwood Floor, W/I Closet, Semi Ensuite",,,,,,,,,,,"Main Level, 6.00m x 3.62mMarble Floor, Window Flr To Ceil, Combined W/Kitchen",,
https://toronto.listing.ca/2320-gerrard-st-105.E4357194.htm#15-ww,,,"Main Level, 4.57m x 3.66mLaminate, Combined W/Living",,,,"Lower Level, 3.05m x 2.74mLaminate, Closet, Window",,2-piece on main level4-piece on lower level,,,"Main LevelLaminate, Stainless Steel Appl, Open Concept","Main Level, 4.57m x 3.66mLaminate, Fireplace, W/O To Balcony","Lower Level, 3.05m x 3.66mLaminate, W/I Closet, Window",,,,,,,,,,,,,,,,
https://toronto.listing.ca/135-village-green-sq-219.E4356279.htm#15-yw,,,"Flat Level, 5.40m x 3.00mCombined W/Living, Open Concept, Laminate",,,,"Flat Level, 3.10m x 3.30mLarge Window, Large Closet, Laminate","Flat Level4 Pc Bath, Ceramic Floor",4-piece on flat level3-piece on flat level,,,"Flat Level, 2.50m x 2.30mGranite Counter, Breakfast Bar, Stainless Steel Coun","Flat Level, 5.40m x 3.00mCombined W/Dining, W/O To Balcony, Laminate","Flat Level, 3.40m x 3.60m3 Pc Ensuite, Closet Organizers, Laminate",,,,,,,,,Flat LevelCeramic Floor,,,,,,,
https://toronto.listing.ca/50-charles-st-3507.C4363007.htm#15-au,,,"Flat Level, 5.95m x 4.57mCombined W/Living, W/O To Balcony, Sliding Doors",Flat Level,,,"Flat Level, 3.00m x 2.54mCloset, Large Window",,4-piece on flat level3-piece on flat level,,,,"Flat Level, 5.95m x 4.57mCombined W/Dining, W/O To Balcony, Open Concept","Flat Level, 3.00m x 2.80m4 Pc Ensuite, W/O To Balcony, His/Hers Closets",,,,,,,,,,,,,,,,
https://toronto.listing.ca/98-winona-dr.C4353763.htm#15-14s,,,"Main Level, 6.10m x 2.59mHardwood Floor, Pot Lights, Window Flr To Ceil",,,,"2nd Level, 3.66m x 3.12mHardwood Floor, Closet, Window",,4-piece on bsmt level4-piece on 2nd level,,,"Main Level, 3.66m x 2.84mCeramic Floor, Eat-In Kitchen, O/Looks Living","Main Level, 5.66m x 3.05mLaminate, Window","2nd Level, 5.03m x 3.23mHardwood Floor, His/Hers Closets, Closet Organizers",,,"2nd Level, 3.66m x 3.61mHardwood Floor, Closet, Window",,,,,,"Bsmt Level, 5.49m x 2.90mConcrete Floor, Above Grade Window, W/O To Yard",,,,,,,
https://toronto.listing.ca/128-cassandra-blvd.C4336608.htm#15-1y3,,"Ground Level, 6.51m x 5.24mHardwood Floor, Fireplace, O/Looks Ravine","Ground Level, 3.63m x 3.23mParquet Floor, Crown Moulding, O/Looks Frontyard",,"Bsmt Level, 5.96m x 4.65mBroadloom, Closet, Walk-Up",,,,,,,"Ground Level, 5.01m x 3.23mEat-In Kitchen, Ceramic Back Splash, Family Size Kitchen","Ground Level, 6.34m x 3.56mGas Fireplace, O/Looks Frontyard, Hardwood Floor","2nd Level, 8.78m x 3.58mW/I Closet, Bay Window, 4 Pc Ensuite",,,,,,,"Ground Level, 4.09m x 3.95mCeramic Floor, W/O To Ravine",,"Ground Level, 3.00m x 3.00mW/O To Garden, B/I Shelves, 2 Pc Bath",,,,"2nd Level, 3.28m x 4.18mHardwood Floor, Double Closet, O/Looks Frontyard",,,
https://toronto.listing.ca/1900-lake-shore-blvd-1603.W4357112.htm#15-wz,,,"Main Level, 5.93m x 5.19mHardwood Floor, Combined W/Living, Sw View",,,,"Main Level, 2.69m x 2.62mBroadloom, Double Closet, West View",,,,,"Main Level, 2.40m x 2.29mOpen Concept, Tile Floor, Centre Island","Main Level, 5.93m x 5.19mCombined W/Dining, Sw View, Hardwood Floor","Main Level, 3.61m x 3.22mBroadloom, 3 Pc Ensuite, South View",,,,,,,,,,,,,,,,
https://toronto.listing.ca/3237-bayview-ave-1111.C4277069.htm#15-2lm,,,,,,,,,4-piece on 2nd level,,,,,,,,,,,,,,,,,,,,,
https://toronto.listing.ca/57-fairlawn-ave.C4345229.htm#15-1l5,,"Main Level, 5.80m x 4.27mGas Fireplace, W/O To Deck, O/Looks Backyard","Main Level, 6.55m x 3.50mOpen Concept, Hardwood Floor, Combined W/Living","Bsmt Level, 4.11m x 2.74mPot Lights, Heated Floor","Bsmt Level, 5.33m x 3.81mWet Bar, Heated Floor, Walk-Out","Main Level, 2.13m x 2.43mCloset Organizers, Panelled, Pot Lights","2nd Level, 3.66m x 2.90m4 Pc Ensuite, O/Looks Frontyard, Pot Lights",,2-piece on main level3-piece on bsmt level6-piece on 2nd level4-piece on 2nd level3-piece on 2nd level,,,"Main Level, 5.02m x 4.42mCentre Island, B/I Appliances, Combined W/Family","Main Level, 6.55m x 3.50mOpen Concept, Hardwood Floor, Combined W/Dining","2nd Level, 4.26m x 3.66m6 Pc Ensuite, Heated Floor, W/I Closet",,"2nd Level, 3.35m x 2.74mCloset Organizers, Heated Floor, Pot Lights","2nd Level, 3.96m x 2.74mCloset Organizers, Hardwood Floor, Window",,,,,,,,,,,,,
https://toronto.listing.ca/183-dovercourt-rd-103.C4362065.htm#15-h0,"Lower Level, 2.36m x 1.73mWood Floor",,"Main Level, 5.92m x 4.27mCombined W/Kitchen, Wood Floor, South View",,,,,,,,,"Main Level, 5.92m x 4.27mCombined W/Living, Wood Floor, Stone Counter","Main Level, 5.92m x 4.27mCombined W/Dining, Wood Floor, W/O To Terrace",,,,,,,,,,,,,,"Main Level, 3.38m x 2.69m4 Pc Bath, Closet, Wood Floor",,,
https://toronto.listing.ca/111-st-clair-ave-812.C4331841.htm#15-23x,,,"Main Level, 3.47m x 3.44mCombined W/Kitchen",,,"Main Level, 1.21m x 2.43m",,,4-piece on upper level2-piece on main level,,,"Main Level, 3.47m x 3.44mCombined W/Dining","Main Level, 3.62m x 347.00mWindow, South View",,,,,,,,,,,,,,"Upper Level, 2.77m x 3.53mO/Looks Living, Closet, 3 Pc Bath",,,
https://toronto.listing.ca/256-john-garland-blvd-118.W4362791.htm#15-b1,,,"Main Level, 3.50m x 2.40mCeramic Floor",,,,"3rd Level, 3.70m x 2.50mHardwood Floor, Closet",,4-piece on 2nd level3-piece on bsmt level,,,"Main Level, 3.70m x 2.30mCeramic Floor","Main Level, 4.70m x 3.50mHardwood Floor, Walk-Out","2nd Level, 3.70m x 3.60mHardwood Floor",,Bsmt Level,"3rd Level, 3.25m x 3.20mHardwood Floor, Closet",,,,,,,,,,,,,
https://toronto.listing.ca/21-hillcrest-ave-903.C4321435.htm#15-2ae,,,"Flat Level, 3.66m x 3.04mSeparate Rm, Laminate","Flat Level, 3.73m x 2.36mOpen Concept, Laminate",,,,,,,,"Flat Level, 2.67m x 2.44mQuartz Counter, Open Concept, Breakfast Bar","Flat Level, 5.64m x 3.20mO/Looks Park, Laminate","Flat Level, 3.58m x 3.05mLarge Window, Laminate",,,,,,,,,,,,,,,,
https://toronto.listing.ca/311-bay-st-4802.C4354536.htm#15-139,,,"Main LevelCombined W/Living, Coffered Ceiling, Open Concept",,,,,,,"Main Level, 4.09m x 2.87mSeparate Rm, Pocket Doors, Hardwood Floor",,"Main Level, 4.80m x 2.28mCentre Island, Breakfast Bar, B/I Appliances","Main Level, 8.88m x 4.80mOpen Concept, Fireplace, Hardwood Floor","Main Level, 5.96m x 4.20mW/I Closet, 7 Pc Ensuite, Hardwood Floor",,,,,,,,,,,,,,,,
https://toronto.listing.ca/399-spring-garden-ave-ph704.C4297544.htm#15-2hm,,,"Main LevelHardwood Floor, Crown Moulding, Combined W/Living","Main Level, 2.05m x 2.48mHardwood Floor, Crown Moulding, Closet",,,"Main Level, 3.14m x 3.12mHardwood Floor, Mirrored Closet, Closet Organizers",,,,,"Main Level, 3.00m x 2.60mHardwood Floor, Granite Counter, Updated","Main Level, 6.00m x 3.23mHardwood Floor, Crown Moulding, W/O To Balcony","Main Level, 3.03m x 3.20mHardwood Floor, 4 Pc Ensuite, Closet Organizers",,,,,,,,,,,,,,,,
https://toronto.listing.ca/46-beechwood-ave.C4343856.htm#15-1mz,"Main Level, 3.68m x 3.34mCoffered Ceiling, Hardwood Floor, B/I Shelves","Main Level, 4.56m x 4.56mHardwood Floor, Fireplace, Coffered Ceiling","Main Level, 4.98m x 3.84mFrench Doors, Coffered Ceiling, Hardwood Floor",,"Bsmt Level, 4.50m x 11.45mWet Bar, Fireplace, Walk-Up",,"2nd Level, 4.07m x 2.64m3 Pc Ensuite, W/I Closet, Hardwood Floor",,,,"Bsmt Level, 4.04m x 3.70m3 Pc Ensuite, Large Closet","Main Level, 4.56m x 4.07mMarble Counter, Marble Floor, Large Window","Main Level, 4.98m x 3.84mHardwood Floor, Fireplace, Bay Window","2nd Level, 4.31m x 7.37mHardwood Floor, 6 Pc Ensuite, W/I Closet",,"2nd Level, 4.20m x 5.78m4 Pc Ensuite, Coffered Ceiling, W/I Closet","2nd Level, 3.59m x 5.72mCoffered Ceiling, 3 Pc Ensuite, Hardwood Floor",,,,,,,,,,,"Main Level, 1.85m x 4.34mBay Window, Coffered Ceiling, O/Looks Backyard",,
https://toronto.listing.ca/4663-dundas-st.W4354031.htm#15-14t,,"Main Level, 5.09m x 3.79mElectric Fireplace, Open Concept, Hardwood Floor","Main Level, 5.11m x 3.59mOpen Concept, Window, Hardwood Floor",,"Lower Level, 7.59m x 5.01mW/O To Deck, 3 Pc Bath, Laminate",,,,2-piece on main level5-piece on 2nd level4-piece on 2nd level3-piece on 2nd level3-piece on lower level,,,"Main Level, 4.71m x 3.79mCentre Island, Stainless Steel Appl, Hardwood Floor",,"2nd Level, 5.09m x 4.01mW/O To Balcony, 5 Pc Ensuite, Hardwood Floor",,,,,,,,,,,,,"Lower Level, 4.19m x 3.59mAbove Grade Window, Closet, Laminate",,,
https://toronto.listing.ca/21-bathford-cres.C4293176.htm#15-2jg,"Lower Level, 3.08m x 2.53mCombined W/Rec, Vinyl Floor, Pot Lights",,"Main Level, 3.35m x 3.35mCombined W/Living, Hardwood Floor, Led Lighting",,,,"Main Level, 2.77m x 3.08mCloset Organizers, Hardwood Floor, Pot Lights",,4-piece on main level3-piece on lower level2-piece on main level,,,"Main Level, 3.66m x 3.35mOpen Concept, Hardwood Floor, Quartz Counter","Main Level, 3.66m x 4.88mCombined W/Dining, Hardwood Floor, Gas Fireplace","Lower Level, 6.70m x 3.96mElectric Fireplace, Vinyl Floor, Pot Lights",,,"Main Level, 3.35m x 2.90mCloset Organizers, Hardwood Floor, Pot Lights",,,,,,,,,,,,"Lower Level, 7.01m x 3.69m3 Pc Bath, Vinyl Floor, Pot Lights",
https://toronto.listing.ca/96-wedgewood-dr.W4361742.htm#15-ir,Main Level,,Main Level,,,,,,,,,Main Level,Main Level,Upper Level,,,,,,,,,,,,,Upper Level,,,
https://toronto.listing.ca/619-avenue-rd-1003.C4355582.htm#15-110,,,"Flat Level, 4.93m x 3.81m",,,"Flat Level, 3.66m x 2.39m","Flat Level, 5.69m x 4.06m",,,,,"Flat Level, 2.74m x 3.25m","Flat Level, 6.30m x 5.03m","Flat Level, 5.69m x 4.06m",,,"Flat Level, 5.49m x 4.17m",,,,,,,,Flat Level,,,,,
https://toronto.listing.ca/351-driftwood-ave-4.W4269214.htm#15-2m8,,"Bsmt Level, 4.20m x 3.90mCeramic Floor, His/Hers Closets","Main Level, 3.71m x 2.20mHardwood Floor, Pot Lights",,,,"2nd Level, 3.02m x 2.49mLaminate, Closet, Window",,4-piece on 2nd level3-piece on bsmt level,,,"Main Level, 3.00m x 3.00mCeramic Floor, Stainless Steel Appl, Modern Kitchen","Main Level, 5.10m x 4.00mHardwood Floor, W/O To Yard, Pot Lights","2nd Level, 4.00m x 3.00mLaminate, Large Closet, Large Window",,,"2nd Level, 3.15m x 2.35mLaminate, Closet, Window",,,,,,Bsmt LevelCeramic Floor,Bsmt LevelCeramic Floor,,,,,,
https://toronto.listing.ca/2183-lakeshore-blvd-815.W4336900.htm#15-1wp,,,"Flat Level, 3.10m x 5.21mCombined W/Living","Flat Level, 2.13m x 2.37mHardwood Floor",,,,,4-piece on flat level3-piece on flat level,,,Flat LevelStainless Steel Appl,"Flat Level, 3.10m x 5.21mCombined W/Dining","Flat Level, 2.74m x 3.35mHardwood Floor, Ensuite Bath",,,,,,,,,,,,,"Flat Level, 2.80m x 2.74mHardwood Floor",,,
https://toronto.listing.ca/99-harbour-sq-407.C4358643.htm#15-qs,,,"Flat Level, 2.65m x 2.05mCombined W/Living, Laminate, Overlook Water",,,"Flat Level, 2.54m x 1.99mDouble Closet, Marble Floor","Flat Level, 3.55m x 3.50mSpiral Stairs, Laminate, Overlook Water",,4-piece on flat level3-piece on flat level,,,"Flat Level, 2.75m x 2.50mWalk Through, Ceramic Floor, Separate Rm","Flat Level, 6.25m x 3.80mL-Shaped Room, Laminate, Overlook Water","Flat Level, 4.00m x 3.50mW/I Closet, Laminate, Overlook Water",,,,,,,,,,,,,,,,
https://toronto.listing.ca/31-lyndale-dr.C4334763.htm#15-20j,,"Main Level, 9.23m x 4.99mGas Fireplace, B/I Shelves, Combined W/Kitchen","Main Level, 6.79m x 5.79mHardwood Floor, Built-In Speakers, Picture Window",,"Bsmt Level, 8.86m x 4.60mHeated Floor, Gas Fireplace, Led Lighting",,"2nd Level, 5.66m x 3.68mHardwood Floor, Led Lighting, 4 Pc Ensuite",,2-piece on main level4-piece on 2nd level3-piece on bsmt level5-piece on 2nd level3-piece on 2nd level,"Main Level, 3.47m x 2.71mPanelled, Window, Led Lighting",,"Main Level, 9.23m x 4.99mStainless Steel Appl, Pantry, Centre Island","Main Level, 6.79m x 5.79mGas Fireplace, Bay Window, Hardwood Floor","2nd Level, 5.42m x 4.99mPicture Window, W/I Closet, 5 Pc Ensuite",,"2nd Level, 4.38m x 2.77mHardwood Floor, Led Lighting, 3 Pc Ensuite","2nd Level, 3.74m x 3.41mPicture Window, Closet, 4 Pc Ensuite",,,,,,,,,,"Bsmt Level, 3.10m x 2.65mHeated Floor, Window, Led Lighting",,,
https://toronto.listing.ca/16-harbour-st-4902.C4326388.htm#15-28h,,,"Main Level, 3.60m x 3.40mCombined W/Kitchen, Nw View, Hardwood Floor",,,,"Main Level, 3.65m x 3.24mHardwood Floor, 4 Pc Ensuite",,6-piece on main level4-piece on main level4-piece on main level,,,"Main Level, 2.28m x 4.98mO/Looks Living, Granite Counter, Hardwood Floor","Main Level, 5.25m x 7.61mW/O To Terrace, O/Looks Dining, Hardwood Floor","Main Level, 4.03m x 3.65m6 Pc Ensuite, W/I Closet, Hardwood Floor",,,"Main Level, 3.25m x 2.94mHardwood Floor, Closet",,,,,,,,,,,,,
https://toronto.listing.ca/76-birch-ave-3.C4363594.htm#15-da,,,"Main Level, 6.60m x 5.38mCombined W/Living, 2 Pc Bath",,,,,,4-piece on 2nd level2-piece on main level,,,"Main Level, 3.51m x 2.62mRenovated, O/Looks Garden, Eat-In Kitchen","Main Level, 6.60m x 5.38mCombined W/Dining, W/O To Patio, Casement Windows","2nd Level, 4.78m x 3.33mHardwood Floor, B/I Closet, O/Looks Park",,,,,,,,,"Lower Level, 4.45m x 1.50mO/Looks Garden","Lower Level, 2.82m x 2.62mTile Floor, Sauna",,,"2nd Level, 3.23m x 2.59mHardwood Floor, O/Looks Backyard",,,
https://toronto.listing.ca/375-sammon-ave.E4362582.htm#15-ea,,"Main Level, 7.60m x 2.47mLarge Window",,,,,,,1-piece on main level3-piece on lower level3-piece on 2nd level,,,"Lower Level, 5.70m x 3.90mStainless Steel Appl, Combined W/Living",,,,,,,,,,,2nd Level,,,,"Lower Level, 3.02m x 2.86mLarge Window",,,
https://toronto.listing.ca/2550-birchmount-rd-40.E4312806.htm#15-2eb,,,"Ground Level, 3.16m x 2.45mCombined W/Living, Large Window",,Bsmt Level,,"2nd Level, 3.31m x 2.64mLaminate, Closet",,4-piece on 2nd level,,,"Ground Level, 4.73m x 2.35mRenovated, Laminate, Backsplash","Ground Level, 4.69m x 3.35mCombined W/Dining, W/O To Yard","2nd Level, 4.40m x 3.14mLarge Closet, Laminate",,,"2nd Level, 3.50m x 3.15mLaminate, Closet",,,,,,Bsmt Level3 Pc Bath,,,,Bsmt Level,,,
https://toronto.listing.ca/950-eglinton-ave.C4337928.htm#15-1wc,,,"Main Level, 2.58m x 3.42mHardwood Floor, W/O To Deck, Combined W/Living",,"Bsmt Level, 4.33m x 4.97mHardwood Floor, Pot Lights, Open Concept",,"2nd Level, 2.61m x 3.89mHardwood Floor, Large Window, Closet","Bsmt Level, 2.94m x 1.58mPot Lights, 3 Pc Bath, Glass Doors",,,,"Bsmt Level, 2.38m x 2.66mStainless Steel Appl, Pot Lights, Backsplash","Main Level, 3.20m x 5.22mHardwood Floor, Large Window, Combined W/Dining","2nd Level, 3.34m x 3.75mHardwood Floor, Large Window, Closet",,,"2nd Level, 2.48m x 2.87mHardwood Floor, Large Window, Closet",,,,,,,,,,,,,"Bsmt Level, 3.02m x 1.88mPot Lights, Stainless Steel Appl"
https://toronto.listing.ca/273-betty-ann-dr.C4364008.htm#15-a1,,,"Ground Level, 3.25m x 3.96mHardwood Floor",,"Bsmt Level, 3.55m x 11.43mLinoleum",,"Ground Level, 3.47m x 3.27mHardwood Floor",,,,,"Ground Level, 3.65m x 3.40mCeramic Floor","Ground Level, 5.94m x 3.73mHardwood Floor","Ground Level, 4.57m x 3.60mHardwood Floor",,,"Ground Level, 3.65m x 3.42mHardwood Floor, Broadloom",,,,,"Bsmt Level, 8.61m x 3.78mLinoleum, B/I Bar",,,,,,,,
