listing_url,listing_price,listing_date,address,dwelling_type,comparable_sold_price_1,comparable_list_price_1,comparable_sold_date_1,comparable_sold_price_2,comparable_list_price_2,comparable_sold_date_2,comparable_sold_price_3,comparable_list_price_3,comparable_sold_date_3,comparable_sold_price_4,comparable_list_price_4,comparable_sold_date_4,comparable_sold_price_5,comparable_list_price_5,comparable_sold_date_5,listing_features,listing_description,listing_extras
https://toronto.listing.ca/16-ravencliff-cres.E4336816.htm#15-1xm,"$999,900",02/24/2019,"16 Ravencliff Cres, Tam O'Shanter-Sullivan, Toronto M1T1R8","Sidesplit 4, Detached House7 + 1 Rooms Total, 1 Kitchen3 Parking Spaces","$808,000","$759,000",01/29/2019,"$700,000","$740,000",12/20/2018,"$753,000","$799,900",11/23/2018,"$738,000","$699,900",11/08/2018,"$815,000","$838,888",10/03/2018,"[u'Finished BasementBrick, Stone Exterior']","[u'Newly Re Modeled Bridlewood Home, Location, Location, Location! Here You Will Find A Move In Ready Family Home Waiting For Its New Owner - Everything Has Been Done! Windows, Doors, Trim, Paint, Bathrooms, Kitchen, Fireplace, Floors, Basement, Deck, Patio And Walkways, Garage Door And Opener, Even The Grass Is New!']","[u'Lot 361, Plan 66M970; Subj. To Covn. As In A156218']"
https://toronto.listing.ca/311-bay-st-5302.C4331342.htm#15-24o,"$2,694,160",02/24/2019,"311 Bay St 5302, Bay Street Corridor, Toronto M5H4G5","Apartment, Condo Apartment6 Rooms Total, 1 Kitchen1 Parking Space","$2,700,000","$2,795,000",11/05/2018,"$3,145,000","$3,300,000",10/22/2018,"$3,160,000","$3,315,000",06/15/2018,"$2,350,000","$2,495,000",06/04/2018,"$2,550,000","$2,675,000",05/17/2018,"[u'Arts Centre, Hospital, Public Transit, SchoolNone BasementOther Exterior']","[u'Live Exquisitely At The St.Regis Residences Toronto. Enjoy Timeless Traditions And Striking Architectural Details & Finishes With Unmatched Five Stars Amenities And Services. Soaring 10.5 Foot Coffered Ceilings. Spacious 2 Bedroom (2,264 Sf) Northeast Corner Unit.']","[u""Italian Hrdwd Flr. Downsview Kitchen, Miele Appls, Cvac, Solid Wood Doors, Fpl, Tarion Warranty, Valet Pkg $400/Mo + Hst, Lckr, Concierge, Spa, Pool & Gym. Quick Access To Underground Path System And City's Finest Dining & Entertainment.""]"
https://toronto.listing.ca/98-lillian-st-2214.C4360111.htm#15-ob,"$599,900",02/24/2019,"98 Lillian St 2214, Mount Pleasant West, Toronto M4S0A5","Apartment, Condo Apartment5 + 1 Rooms Total, 1 Kitchen0 Parking Space","$899,000","$949,000",12/12/2018,"$545,000","$559,000",11/28/2018,"$640,000","$649,000",10/23/2018,"$630,000","$639,000",08/17/2018,"$635,700","$599,900",08/07/2018,"[u'Clear View, Library, Park, Public Transit, SchoolNone BasementConcrete Exterior']","[u""Madison Condo.1 Bedroom + Den Unit Offers Unobstructed City & Northern Views ,9' Ceilings Modern Kitchen, Laminate Floors, Full Width Balcony. Amenities Include 24 Hr Concierge, Gym, Lap Pool, Party Room & Rooftop Patio,Direct Access To Loblaws & Lcbo ,Steps Away From Ttc/Subway, Loblaws, Lcbo, Restaurants And Shopping!""]","[u'Stainless Steel Fridge, Stove/Oven, Microwave, Dishwasher. Stacked Washer & Dryer & Electrical Lighting Fixtures. Maintenance Excludes Hydro.']"
https://toronto.listing.ca/503-merton-st.C4331809.htm#15-24c,"$2,495,000",02/24/2019,"503 Merton St, Mount Pleasant East, Toronto M4S1B4","2 1/2 Storey, Detached House10 + 2 Rooms Total, 1 Kitchen3 Parking Spaces","$2,751,000","$2,795,000",01/17/2019,"$2,680,000","$2,479,000",10/24/2018,"$2,395,000","$2,498,000",09/17/2018,"$2,600,000","$2,500,000",04/10/2018,"$2,940,000","$2,980,000",07/19/2018,[u'Finished BasementAlum Siding Exterior'],"[u'Stunning Custom-Build In The Heart Of Davisville Village! This Beauty Is Spread Over 3 Levels On A Deep, South-Facing Lot With Exquisite Finishes Throughout Incl. Walnut Flooring Throughout Upper Levels. Custom Kitchen Includes High End Appliance Package With Eat-In Breakfast Area Overlooking Sunken Family Room With W/O To South-Facing Yard. Basement Has Radiant Flooring Throughout With Guest Suite And Washroom. Maurice Cody Elementary, Walk To Shops, & Ttc.']","[u'Cac, Cvac, Kitchen Aid Fridge/Freezer, Kitchen Aid Dishwasher, La Cornue Oven+ 5 Burner Cooktop, Exhaust Fan, L/G F/L Washer, L/G F/L Dryer, Sonos Sound System, 3 Alarm Control Pads.']"
https://toronto.listing.ca/140-watson-ave.W4353626.htm#15-15x,"$999,999",02/24/2019,"140 Watson Ave, Runnymede-Bloor West Village, Toronto M6S4E1","Bungalow, Detached House5 Rooms Total, 1 Kitchen2 Parking Spaces","$850,000","$795,000",08/29/2018,"$948,000","$949,900",10/31/2018,"$650,000","$699,000",06/04/2018,"$976,500","$869,000",06/06/2018,"$799,000","$799,000",03/14/2018,[u'Half BasementBrick Exterior'],[u'2000 Renting Month By Month. First Time On The Market!'],[u'All Existing Appliances.']
https://toronto.listing.ca/68-corporate-dr-1132.E4361080.htm#15-kh,"$419,000",02/24/2019,"68 Corporate Dr 1132, Woburn, Toronto M1H3H3","Apartment, Condo Apartment6 Rooms Total, 1 Kitchen0 Parking Space","$420,000","$439,900",01/11/2019,"$470,000","$483,000",12/22/2018,"$487,000","$499,900",11/28/2018,"$480,000","$499,500",10/31/2018,"$405,000","$399,000",10/11/2018,"[u'Library, Park, Public Transit, SchoolNone BasementBrick Exterior']","[u'Luxury Tridel Built Consilium Place Condo - Spacious Sunny 2 Bedroom + Solarium + 2 Washrooms + Parking + Locker. Split Bedroom Layout For Privacy. Large Solarium Can Be Used As 3Rd Bedroom. Unobstructed East Facing Garden View. Excellent Location: Close To Subway, Scarborough Town Centre, Highway 401. 24 Hour Gated Security & Million Dollar Recreation Facilities. Stainless Steel Appliances * Laminate Floors Throughout * Freshly Painted * , Upgraded Kitchen.']","[u'Exceptional Facilities: 24 Hr Concierge, Large Gym, Indoor & Outdoor Pool, Bbq Area, Tennis Courts, Bowling Alley, Party Room, Guest Suites & More! Includes: Stainless Steel Fridge, Stove & Dishwasher. Washer & Dryer. All Blinds. All Electrical Lighting Fixtures.']"
https://toronto.listing.ca/157-florence-ave.C4255642.htm#15-2my,"$2,388,000",02/24/2019,"157 Florence Ave, Lansing-Westgate, Toronto M2N1G5","2-Storey, Detached House7 + 2 Rooms Total, 1 Kitchen2 Parking Spaces","$2,920,000","$2,988,000",05/24/2018,"$2,738,000","$2,798,000",11/16/2018,"$2,370,000","$2,449,000",06/11/2018,"$2,300,000","$2,299,000",05/21/2018,"$2,400,000","$2,549,000",11/24/2018,"[u'Fin W/O BasementBrick, Stone Exterior']","[u'Prestigious Custom Built Home In The Lansing Westgate Neighbourhood. Stone & Brick Abound. True Walk-Out To Backyard. 3 Gas Fireplaces, 3 Skylights, Custom Light Fixtures. 2 Laundry Rooms. Large Lot With Stunning Views From The Rear Patio. Lavish, Tranquil Master Ensuite. Over 3800 Sq Ft Of Luxury Living.']",[u'Tarion Registered Builder']
https://toronto.listing.ca/18-graydon-hall-dr-th18d.C4294028.htm#15-2j8,"$949,000",02/24/2019,"18 Graydon Hall Dr Th18D, Parkwoods-Donalda, Toronto M3A2Z9","3-Storey, Condo Townhouse7 Rooms Total, 1 Kitchen2 Parking Spaces","$550,000","$599,000",01/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,[u'None BasementBrick Exterior'],"[u'Argento Tridel - A New Condo Townhouse Living Experience In Desirable Neighborhood. Upgrade Hardwood Flooring Throughout! Great Location, Just Moments Away From Fairview Mall & Shops On Don Mills. Close Proximity To Donmills Subway Station, Dvp, Highway 404 & 401. Ttc Bus To Donmills & York Mills Subway Station Right At The Corner. Great Facilities Include 24 Hrs Concierge With Security System, Fitness Club, Sauna, Party/Meeting Rm, Theatre.']","[u'Stainless Steel Appliances Include Fridge, Stove, Dishwasher, Microwave, B/I Dishwasher, Elf, Existing Window Coverings. Potlights Throughout Suite, Extended Kitchen Pantry, Outdoor Gas Bbq Line, Oversize European Under-Mount Sink.2Parking Side By Side']"
https://toronto.listing.ca/1415-military-tr.E4345551.htm#15-1ki,"$1,449,000",02/24/2019,"1415 Military Tr, Highland Creek, Toronto M1C1A7","2-Storey, Detached House13 Rooms Total, 1 + 1 Kitchens10 Parking Spaces","$1,400,000","$1,499,800",10/11/2018,"$1,060,000","$1,099,000",06/29/2018,"$1,320,000","$1,399,900",04/10/2018,"$1,225,000","$999,000",05/31/2018,"$2,500,000","$2,600,000",01/09/2019,"[u'Hospital, Park, Public Transit, River/Stream, School, Wooded/TreedApartment BasementBrick, Stucco/Plaster Exterior']","[u""Move In Ready, Well Kept Home On A Beautiful Ravine Lot In The Highly Sought After Highland Creek. Development Potential, Income Property Or Lrge Family. Home Sits On 100 X 496 Foot Deep Ravine Lot. Beautiful Large Sunroom Overlooking The Ravine*2Skylights Large Open Concept Family Room, Steps From U Of T, University Of Toronto Scarborough Campus. 2 Bedroom Basement Apartment For Extra Income. Won't Last Long At This Price.""]","[u""Country Living In The City, Surrounded By Newly Built Multi Million Dollar Homes. Seller Does Not Warrant The Retrofit Of The Basement Apartment Includes Elf's, 2 Fridges, 2 Stoves, Dishwasher, Washer, Dryer, Window Coverings, Garden Shed.""]"
https://toronto.listing.ca/99-wendell-ave.W4336208.htm#15-1yv,"$779,000",02/24/2019,"99 Wendell Ave, Humberlea-Pelmo Park W4, Toronto M9N3K8","1 1/2 Storey, Detached House6 + 2 Rooms Total, 1 Kitchen6 Parking Spaces","$790,000","$829,000",09/20/2018,"$755,000","$769,000",09/12/2018,"$1,050,000","$1,198,880",05/14/2018,"$880,000","$968,000",10/11/2018,"$832,500","$849,900",04/10/2018,"[u'SchoolFinished BasementBrick, Stone Exterior']","[u'Attention Renovators, Contractors And Builders!! Premium 61 X 125 Lot. Amazing Opportunity To Make Your Own Home Or Build. Several Large New Builds Down The Street. Desirable Location With Great Access To Highway And Amenities. Close To 401 And 400 And New Humber River Hospital, Yorkdale, Go Train And Pearson Up.']","[u'Fridge, Stove, Dryer (All As Is Condition), All Light Fixtures And Window Coverings.']"
https://toronto.listing.ca/136-paton-rd.W4348399.htm#15-1g0,"$1,180,000",02/24/2019,"136 Paton Rd, Dovercourt-Wallace Emerson-Junction, Toronto M6P3M3","2-Storey, Semi-Detached House7 + 1 Rooms Total, 3 Kitchens1 Parking Space","$1,075,000","$899,000",11/05/2018,"$1,060,000","$999,999",05/23/2018,"$1,078,000","$899,000",09/07/2018,"$1,325,000","$1,079,000",01/28/2019,"$1,200,000","$1,099,000",05/24/2018,[u'Fin W/O BasementBrick Exterior'],"[u'Great Location In Junction Triangle Close To Subway. Wide Lot, W/O From Basement Easy To Make 3 Units, 3 Kitchens 2 Washrooms. Measurements To Be Verified. Small Garage C.A.C Electrical As.']","[u""G.B.E, E.L.F's.""]"
https://toronto.listing.ca/44-fairfield-rd.C4355349.htm#15-11g,"$1,699,000",02/24/2019,"44 Fairfield Rd, Mount Pleasant East, Toronto M4P1T1","2-Storey, Detached House7 Rooms Total, 1 Kitchen3 Parking Spaces","$1,450,000","$1,475,000",04/04/2018,"$1,440,000","$1,450,000",09/06/2018,"$1,265,000","$1,299,000",11/29/2018,"$1,850,000","$1,699,000",09/24/2018,"$1,635,000","$1,675,000",07/24/2018,[u'Finished BasementBrick Exterior'],"[u""Fantastic Opportunity To Live In One Of Toronto's Most Prestigious Neighbourhoods. This Is Your Chance To Snatch Up A Recently Updated Detached Home. 3 Beds & 2 Baths With New Wood Flooring Throughout. Brand New Gourmet Eat In Kitchen With Quartz Counter Tops Situated At The Back Of The Home, Overlooking A Nicely Landscaped Backyard With Bbq Area Interlocked Throughout. **Future Lrt Being Built Now - Best Time To Buy Into A Great Area**""]","[u'Alarm System, Washer & Dryer, Fridge, Stove, Microwave, Dishwasher.']"
https://toronto.listing.ca/59-callender-st.W4345468.htm#15-1kj,"$2,998,000",02/24/2019,"59 Callender St, Roncesvalles, Toronto M6R2H2","2 1/2 Storey, Freehold Townhouse10 + 1 Rooms Total, 1 Kitchen2 Parking Spaces","$1,050,000","$899,000",12/11/2018,"$915,000","$849,000",10/03/2018,"$1,217,500","$949,000",03/07/2018,"$1,219,500","$1,239,000",03/02/2018,"$1,050,000","$979,000",08/27/2018,[u'Unfinished BasementBrick Exterior'],"[u'Great Character 1885 Victorian End Townhouse, Like A Semi On Quiet Cul De Sac With Attached Vacant 49.6 F X 113.8 F Fenced Lot And Laneway. Amazing Potential For Development. Mostly Original Townhouse With Renovated Kitchen & Updated Bathrooms. 10 Ft Ceilings, Original Wood Work. Double Garage From Lane Access. Back Entrance To The Mudroom And Kitchen']","[u'Unique Combination: House, Extra Land W/Garage&Laneway.; Buyers To Do Own Due Diligence As To Land Use Potential. Old Surveys Available. All Elf\'s&Window; Coverings. Washer/Dryer ""As-Is"". New Kitchen Appliances. 7 Years Old Furnace, Hwt(R).']"
https://toronto.listing.ca/36-blue-jays-way-1129.C4313566.htm#15-2e1,"$879,000",02/24/2019,"36 Blue Jays Way 1129, Waterfront Communities C1, Toronto M5V3T3","Loft, Condo Apartment5 Rooms Total, 1 Kitchen1 Parking Space","$1,220,000","$1,378,000",01/08/2019,"$760,000","$769,900",12/01/2018,"$730,000","$789,000",11/12/2018,"$760,000","$755,000",08/16/2018,"$918,000","$929,000",08/08/2018,[u'None BasementConcrete Exterior'],"[u'Immaculate! 2-Level, 2-Br Soho Metropolitan Loft. Open Concept, Bright And Spacious At 1248Sf. Big Windows. Close To Entertainment, Financial & Financial Districts, Rogers Centre (Skydome), Convention, Cn Tower, Waterfront, Ttc, Qew. Above Luxurious Hotel. Access To Hotel Restaurant, Cafe, Bar, Fitness & Steam Rooms, Indoor Pool.']","[u'Existing: Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Window Coverings. Existing Furnishings Negotiable.']"
https://toronto.listing.ca/777-danforth-rd.E4338049.htm#15-1wb,"$899,000",02/24/2019,"777 Danforth Rd, Kennedy Park, Toronto M1K1G9","2-Storey, Detached House6 Rooms Total, 1 Kitchen12 Parking Spaces","$750,000","$789,900",10/18/2018,"$701,000","$689,000",11/29/2018,"$655,000","$639,000",09/07/2018,"$816,000","$749,900",10/24/2018,"$715,000","$779,000",11/20/2018,[u'Unfinished BasementStucco/Plaster Exterior'],"[u'Freestanding Commercial Retail Building On Large Corner Lot.1082 Sq Ft Main Floor Retail Zoned Cr & 3 Bedroom Residential Apartment Above. Nice Lot With Lots Of Parking On Busy Danforth Rd. Main Floor Leased At $2000+H.S.T+Utilities & Upper Floor Rented For $1500 +Hydro&Water; Per Month. Solid Building With Many Updates Including New Stucco Finish,New Windows,Forced Air Heating,Separate Hydro & Water Meters. Full Unfinished Basement With 2Pc Bath.']",[u'Upper Floor Apartment In Great Shape With Two Entrances & Separate Covered Parking & Driveway. Solid Building Mechanically And Great Opportunity For Right Buyer!']
https://toronto.listing.ca/72-oriole-rd.C4338579.htm#15-1u2,"$3,250,000",02/24/2019,"72 Oriole Rd, Casa Loma, Toronto M4V2G1","2-Storey, Semi-Detached House8 + 1 Rooms Total, 1 Kitchen2 Parking Spaces","$2,150,000","$2,185,000",11/06/2018,"$785,000","$799,000",11/21/2018,"$1,270,000","$999,900",10/01/2018,"$2,257,000","$2,195,000",01/29/2019,"$1,800,000","$1,588,000",07/31/2018,"[u'Fenced Yard, Park, Public Transit, Rec Centre, SchoolFin W/O BasementBrick, Stone Exterior']","[u'Spectacular Custom Built Semi In Coveted Deer Park/Forest Hill Enclave. Luxuriously Finished & Flooded In Natural Light. Graciously Proportioned Open Concept Living/Dining Rms W/Dramatic Marble Fireplace, Elegant Wainscoting, B/I Bar, 10 Ft Ceilings. Gourmet Kitchen/Family Rm Boasting Large Centre Eat-At Island, Wall Of Windows & W/O To Expansive Rear Terrace And Grdn. Master Retreat With5 Pc Ensuite, Withheated Floors & Soaring Coffered Ceilings']","[u""Generous Sz 2Nd And 3Rd Br's. Fabulous Baths. Skylight. Stunning Lower Level W/Amazing Recreation Space, Wall Of Windows, W/O To Garden, 10 Ft Ceilings. Lovely Laundy Rm. Top Notch Appl Incl: Wolf Range, Subzero Fridge, Bosch Dw, Lg W&D;++""]"
https://toronto.listing.ca/1-bloor-st-3706.C4346473.htm#15-1jm,"$999,900",02/24/2019,"1 Bloor St 3706, Church-Yonge Corridor, Toronto M4W1A9","Apartment, Condo Apartment4 + 1 Rooms Total, 1 Kitchen1 Parking Space","$538,000","$579,000",12/31/2018,"$735,000","$759,000",12/23/2018,"$745,000","$766,000",12/20/2018,"$768,000","$788,888",10/10/2018,"$670,000","$699,000",09/24/2018,"[u'Clear View, Hospital, Library, Public TransitNone BasementConcrete Exterior']","[u'South View Of Lake & City. Direct Subway & Grocery/Starbucks Access. Includes Parking & Locker. Large Kitchen & Best Layout/Finishes: Subzero Fridge, Wolf Stove, Upgraded Floor, Lighting, Counters, Tile, Backsplash & Built-In Desk. **37Th Floor, Only Level Wi/Access To 6 Elevators For Speedy Service** Best Amenities Amongst Any Toronto Condo/5-Star Hotel: 24-Hr Concierge; Large Fitness Centre, In/Outdoor Pools, Spa Facility, High-End Party Room, Bbq Terrace.']","[u""Direct Access To Mcewans Grocery Shop & Yonge/Bloor Subway. Cross Street To Yorkville, Bloor Street's World-Class Shopping, Dining & Entertainment. Walk To Toronto Reference Library, Four Seasons & Vip Cinema <5 Minutes. Best View & Finishes.""]"
https://toronto.listing.ca/70-athabaska-ave.C4350556.htm#15-1cu,"$1,699,000",02/24/2019,"70 Athabaska Ave, Newtonbrook East, Toronto M2M2T9","2-Storey, Detached House12 Rooms Total, 2 + 1 Kitchens4 Parking Spaces","$1,635,000","$1,698,000",10/15/2018,"$1,445,000","$1,699,500",10/02/2018,"$1,880,000","$1,799,000",08/07/2018,"$1,600,000","$1,688,000",01/26/2019,"$1,820,000","$1,888,800",12/17/2018,"[u'Finished, Sep Entrance BasementBrick Exterior']","[u'Welcome To This Lovely 4 Br, 3+1 Wr 2 Storey Home In Sought After Newtonbrook Neighbourhood.  Spacious Living/Dining Combo Withhardwood Floors Throughout, W/O To Balcony. Eat-In Kitchen With Backsplash. Ground Fl Has Kitchen, Fireplace, W/O To Patio And Backyard. Each Level Supports Independent Living Spaces - Opportunity For Potential Income Or In-Law Suite. Wheelchair Accessible. Walking Distance To Malls, Amenities, Schools And Parks.']","[u'Includes All Appliances, Window Coverings And Light Fixtures. New Roof. New Furnace. New Air Conditioner. Newer Windows. New Washer And Dryer.']"
https://toronto.listing.ca/292-valermo-dr.W4365930.htm#15-20,"$1,569,990",02/24/2019,"292 Valermo Dr, Alderwood, Toronto M8W0B6","2-Storey, Detached House10 Rooms Total, 1 Kitchen2 Parking Spaces","$1,575,000","$1,649,000",09/21/2018,"$1,820,000","$1,859,990",09/18/2018,"$1,460,000","$1,488,000",06/15/2018,"$1,460,000","$1,499,000",12/23/2018,"$1,290,000","$1,349,777",05/18/2018,[u'Unfinished BasementBrick Exterior'],"[u'Brand New Never Lived In 4,000 Sq Ft ""Robindale Em"" 4 Bedroom Home Offers Large Kitchen Withcentre Island/Breakfast Area Withw/O To Yard, Open Concept Dining/Great Rm, Hardwood And Pot Lights On Main Floor, 2Nd Floor Family Room, Laundry And 3 Brdms, All With Wic, 2 Withensuite Baths. 3Rd Flr Master Bedroom Oasis Withsitting Area, Divided Wic, Lrg Ensuite Withdouble Sinks, Separate Shower & Soaker Tub.']","[u'Stainless Steel Appliances: Fridge, Stove, Dishwasher. White Washer & Dryer. Ac & Humidifier. Window Coverings On Main Flr & Master Bedroom. Energy Star Home. Tarion Warranty.']"
https://toronto.listing.ca/4208-dundas-st-1705.W4354252.htm#15-13q,"$899,000",02/24/2019,"4208 Dundas St 1705, Edenbridge-Humber Valley, Toronto M8X1Y6","Apartment, Condo Apartment5 Rooms Total, 1 Kitchen1 Parking Space","$518,000","$519,900",12/13/2018,"$898,000","$898,000",05/30/2018,"$597,000","$599,000",05/19/2018,"$631,900","$659,900",12/27/2018,"$776,000","$799,000",12/06/2018,"[u'Public Transit, River/StreamNone BasementConcrete Exterior']","[u'Fantastic Opportunity At Kingsway By The River!  2 Bedroom, + Den,  3 Bathrooms. Great Location Between The Kingsway And Lambton Neighbourhoods. Have The Humber River Trails At Your Door Step While Being Only A 20 Minute Drive From Downtown.  Arguably The Best Floor Plan In The Building. 1188 Sq Ft Facing North East With Views Of The Humber River, Lambton Golf Course And Downtown Toronto. Fully Upgraded Suite. Interior Designed Exclusively By Bryon Patton.']","[u'Upgraded Modern Kitchen Design, Wide Plank Flooring, Stainless Appliances.']"
https://toronto.listing.ca/41-west-lynn-ave.E4361334.htm#15-jw,"$989,000",02/24/2019,"41 West Lynn Ave, Woodbine Corridor, Toronto M4C3V9","2-Storey, Detached House8 Rooms Total, 1 Kitchen1 Parking Space","$1,600,000","$999,900",10/30/2018,"$1,035,000","$799,000",02/26/2018,"$1,095,000","$1,099,000",10/21/2018,"$1,203,000","$998,000",05/15/2018,"$745,000","$699,900",04/20/2018,"[u'Hospital, Library, Park, Public Transit, Ravine, SchoolFinished, Sep Entrance BasementBrick, Vinyl Siding Exterior']","[u""Nestled On The Most Sought-After Street In The Area, Between A Ravine Park And Beautiful E. Lynn Park, Where You Can Enjoy A Toboggan Hill, Ice Rink In Winter - Farmer's Market, Splash Pad And Playground In The Summer. Extra-Deep Yard Is An Oasis In The City, With Large Interlock Patio, Mature Trees And Perennial Plantings.""]","[u""All E.L.F.'S, All Appliances, Floor Plans Attached, Pre-Inspection Available Upon Request. ***Toronto; City Of Toronto.""]"
https://toronto.listing.ca/74-twelfth-st.W4351695.htm#15-195,"$1,399,000",02/24/2019,"74 Twelfth St, New Toronto, Toronto M8V3H1","2-Storey, Detached House9 Rooms Total, 1 Kitchen2 Parking Spaces","$1,406,000","$1,289,000",09/27/2018,"$1,208,000","$1,219,000",08/10/2018,"$956,800","$899,000",04/18/2018,"$1,515,000","$1,538,000",01/21/2019,"$855,000","$879,900",07/12/2018,"[u'Marina, Park, Public Transit, School, WaterfrontFinished BasementBrick, Stucco/Plaster Exterior']","[u'Stunning Custom Designed House Steps Away From Waterfront. Unparalleled Craftsmanship & Top Quality Finishes Thru-Out The 2800 Sq/Ft + Basement Living Space. Hardwood Floors, Skylight, Quartz Counter-Tops, Pot Lights Thru-Out, Walkout To Rear Deck And Backyard, Up To 10 Feet Ceilings On The Main Floor, Bright Finished Basement With Lots Of Light With A Bathroom.Separate Entrance From The Basement Could Be A Possibility.']","[u""Gorgeous Gourmet Chef's Kit Withabundance Of Closet Space & Spa Like En-Suite. Custom Built-Ins And More.Top Quality Stainless Steel Appliances, Fridge, Dishwasher, Stove, Built-In Microwave.""]"
https://toronto.listing.ca/278-bloor-st-1102.C4357119.htm#15-wf,"$1,799,000",02/24/2019,"278 Bloor St 1102, Rosedale-Moore Park, Toronto M4W3M4","Apartment, Condo Apartment7 Rooms Total, 1 Kitchen1 Parking Space","$1,410,000","$1,349,000",09/23/2018,"$1,330,000","$1,249,000",09/10/2018,"$1,120,000","$969,000",06/15/2018,"$1,500,000","$1,550,000",04/17/2018,"$1,100,000","$1,195,000",04/16/2018,"[u'Clear View, Grnbelt/Conserv, Public Transit, Ravine, Wooded/TreedNone BasementBrick, Concrete Exterior']","[u'Fully Renovated W/New Flr Plan & Unobstructed Stunning Ravine View Over Rosedale! Open Concept Just Under 1600Sq.Ft & No Neighbours! Flr To Ceiling Windows, 2 Bedrooms +2 Full Baths, High-End Finishes: Riff Cut White Oak Wood Flrs, Solid Core Doors, Huge Ens Laundry W/Full Size Whirlpool W&D;, Sink, Window & Tons Of Storage, White High Gloss Kitchen, Marble Counters/Backsplash & Island W/Breakfast Bar, Sub Zero Fridge & Miele Oven, Cooktop, Dishwasher, Microwave!']","[u'City Building Permits Withinspections Completed! 3D Walkthrough! Light Fixtures From Italy, Led Pot Lights, Crown Moulding, Large Master Ensuite W/Lots Of Storage, 1 Premium Prk Spot & 1 Locker. Excl: All Decorations, Accessories, Furniture.']"
https://toronto.listing.ca/125-donside-dr.E4337523.htm#15-1wf,"$1,299,900",02/24/2019,"125 Donside Dr, Clairlea-Birchmount, Toronto M1L1P9","2-Storey, Detached House8 + 1 Rooms Total, 1 Kitchen2 Parking Spaces","$1,190,000","$1,199,999",01/29/2019,"$1,100,000","$1,100,000",01/05/2019,"$950,000","$979,900",07/16/2018,"$890,000","$899,900",04/18/2018,"$1,260,000","$1,299,000",05/18/2018,"[u'Fin W/O, Walk-Up BasementBrick, Stone Exterior']","[u'This Spectacular Custom Built Home Is A Must See! Boasts High Ceilings And Pot Lights On Main Floor, State Of The Art Kitchen, Gorgeous Hardwood Flooring Throughout, Quartz Counter-Tops With W/O To Gorgeous Back Deck! Fully Finished Basement Withseparate Entrance/Walk Out! 15 Minute Drive To Downtown Toronto. Close To Malls, Grocery Stores & Restaurants!!']","[u'Stainless Steel Samsung Fridge/Dishwasher, Ancona Gas Stove & Fan, Panasonic Microwave, Full Size Washer/Dryer In Basement And Gas Fireplace, Hwt (Rented)']"
https://toronto.listing.ca/150-long-branch-ave-12.W4365769.htm#15-13,"$412,500",02/24/2019,"150 Long Branch Ave 12, Long Branch, Toronto M8W0B1","Stacked Townhse, Condo Townhouse4 Rooms Total, 1 Kitchen0 Parking Space","$396,500","$399,999",11/14/2018,"$377,000","$379,900",08/20/2018,"$375,000","$379,500",07/12/2018,"$472,000","$439,900",04/11/2018,"$630,000","$679,000",10/25/2018,"[u'Lake/Pond, Library, Park, Public Transit, SchoolNone BasementBrick Front Exterior']","[u""Bright, Modern Lower Unit For First Time Buyer Or Investor. Excellent Layout 1 Bedroom Unit With Large Exterior Locker. Steps Away From The Long Branch Go Station, Grocery, Schools, Shops, Humber College, Sherway Gardens, Park And More. Private Patio Which Allows Bbq. Plenty Of Visitor's Parking. Low Maintenance Fee And Pet Friendly Condo Townhomes. Rents Up To 1800/Mth+.""]","[u'Stainless Steel Fridge, Stainless Steel Stove, Stainless Steel Built-In Microwave,Stainless Steel B/I Dishwasher, Stacked Washer/Dryer, All Electrical Lighting Fixtures, Blinds. Tankless Hwt & Hvac Are Rentals @ $97.00. Buyer Verify Measurements & Taxes. Taxes Not Yet Assessed']"
https://toronto.listing.ca/1-lomond-dr-1001.W4358012.htm#15-u6,"$689,000",02/24/2019,"1 Lomond Dr 1001, Islington-City Centre West, Toronto M8X2Z3","Apartment, Condo Apartment5 Rooms Total, 1 Kitchen1 Parking Space","$840,000","$859,000",01/09/2019,"$900,000","$898,000",12/16/2018,"$630,000","$634,900",10/23/2018,"$632,000","$649,888",10/12/2018,"$915,000","$889,000",09/28/2018,"[u'Grnbelt/Conserv, Park, Public Transit, Ravine, SchoolNone BasementBrick Front, Concrete Exterior']","[u'2 Bedroom Suite In The Pleasant ""Town & Country Building"" Split Bedroom Floor Plans With 2 Full 4 Pc Baths, Wood Flooring, 9 Ft Ceilings. Islington+Bloor Subway Steps Away. Transit Score-98. Bloor St Shops, Sobeys & Many Other Stores Nearby. Including Bistros + Cafes. Only 12 Floors - Fab Amenities: 24/7 Concierge & Well Managed Complex.']","[u'Fridge, Stove, Built-In Dishwasher, Microwave, Washer & Dryer, California Shutters.']"
